dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,96
0.024251687262332147,-0.018636168290033096,0.012410448665585657,0.001007727823663386,0.044494319535575484,-0.004434269174666679,-0.005694842443683421,0.01634954575120547,0.019770878587649948,0.009651741921222432,0.014541114217793862,0.008811605453694504,-0.03381844682710517,0.027219485491751263,0.008425353754280338,0.004512177611063514,-0.016813392736360528,0.009501026488701086,0.027772621549414827,-0.002037031801744279,0.0002551202526878766,0.008877926505995238,-0.006614553872100697,0.03517574598489786,-0.003550874214542333,-0.007167289333828784,-0.0021973281936370566,-0.007692326138120152,0.007322628034727973,-0.019417650265999738,0.007541206124360939,0.03860521107133516,0.01420933216193079,-0.019499106412731275,0.015283451121195488,-0.00021736415990184467,0.017809502434544485,0.0418919064918124,-0.008649798360799755,0.011254079258279256,0.042987110821722,-0.021909310719352097,-0.018717652496099538,0.025487465675969084,-0.01891789374094649,-0.007652854429779127,0.005156184799178511,0.036665673224972564,0.028261404347477825,0.011827025586651451,-0.00036506703080055526,0.011582799918708956,0.009774973002165135,0.010939038294754766,0.028153154957500107,0.03141680859606598,0.014595644580159797,-0.002558420064301125,0.0057566786046336395,-0.0008703693426095593,-0.04430091625602398,0.005137783041432686,0.014412221705835676,-0.0040688665180511506,0.010791744283441441,0.018751138241247745,-0.002889608891618247,-0.021249310882277096,0.00793835258665927,0.010515482487965468,0.026556457340786942,-0.00041199307641759007,0.004057904385528058,0.00821106945833682,0.003736657630875869,-0.0040211383569604695,0.00294983620102477,0.02087496786652636,-0.011149699417362262,-0.0079188179221572,-0.011148472968114413,-0.007781947016216587,0.005126234424020275,-0.011848357887846358,0.012523764032713424,0.008395342399200043,-0.01650789362996004,0.013161192758461823,0.01695541278295222,0.005556434700970639,0.032492974658967305,0.02322696122679478,0.002971508827887539,0.012220725338931178,0.016388653602744968,-0.004321429518055953,-5.212592063755242
-0.002290586225558584,-0.003836620260956667,0.02704458625844236,0.003238009532087529,0.027638180524266424,0.01666632470156858,-0.0001130002263508428,-0.008340767020194765,0.026533068620119275,0.013764189717891102,0.005616008193114697,0.004878209967665321,-0.004098786321510495,-0.015174434975647338,0.027609574545296216,0.022743022154139373,0.026845566364609164,0.018402237882998915,-0.02559262325491118,0.023517237492872326,-0.022954242691197627,-0.00979344484795514,-0.0057045537520374785,0.030320158294589443,0.007386421536012394,-0.022724522726379,0.003398609968206968,0.035462950049072184,0.023822639059002136,0.005670823855135162,0.026172508708267508,-0.010073297092958755,0.02594100981116345,0.001508338327276675,0.003757007528089913,-0.0010843483446456256,0.008238674635990192,-0.028672211092578195,0.009941247874804895,-0.01406659980194949,0.025145033155289345,-0.005885602492882221,0.012346128959273115,0.015599465811203937,0.002736585552791062,-0.01595692554566925,-0.004959330007474946,0.02703321316958533,0.017455986808911958,0.02453882897025761,-0.010416332902188971,6.522002709569861e-05,0.006659255040168915,-0.0041639373040336745,-0.018632356616607372,-0.013104094799100637,-0.014332728369984641,0.017850627339362206,0.010871316961886972,0.035883819427970684,-0.00879023798037095,-0.0002034056185340797,-0.018733924569976714,0.029207053934311625,0.01849474094465563,0.0008139971627323696,0.03434414168241565,-0.01538117347903338,0.03324229881490803,0.002010554960187892,-0.004437021792643867,0.012307677143023795,0.010439834690853396,0.0186517232112535,0.006271753938336532,-0.017109066242604797,0.02508844026398696,0.014117150676515302,0.010641990154713808,0.02089368372346171,-0.01992905946601184,-0.0336584856965133,0.006526280267458362,0.025667532350647757,0.021386621567857787,0.02293953343441396,-0.012243078477669242,0.012942336856638634,0.02297821964821917,-0.009120378395981982,0.0024350560931618373,-0.0009400696322086307,-0.02006376218989397,-0.020774610283550904,-0.003955125927054825,0.013123463452806863,-5.2574953720277815
0.00999590039734878,0.0014750348074866033,0.01631532000635837,0.03524708288233335,0.014388817263466247,0.018869265019865415,0.005859583197221781,0.0039816566293090026,-0.007219816593297294,0.0178883702578443,-0.006817438890830397,0.03671795870847669,0.02397786497278981,0.03889733713579333,0.015234910598130615,-0.01816112002243061,0.010046917734567723,-0.012516938631483895,0.02151076924996532,0.04271308955905356,0.0040915332560995535,-0.018008320764549345,0.008091426405548698,-0.015385239389014928,-0.00749411687453293,0.014159260971600718,-0.009201746192380358,-0.008179672655493528,-0.03608386462828669,-0.006748500304847383,-0.013756740791604369,-0.013916422288752398,0.011039101315770412,-0.0076762488031772045,0.05469293317640593,-0.0030065566477131705,0.035527831693962224,0.006671468729800115,-0.003335274624220205,-0.03700186644856778,0.011332646681023356,0.016855409418448458,0.034263450528935264,0.010967379423447709,0.007529971900748481,-0.001005825048515988,0.04090599504081297,-0.022008031806711056,-0.022850649813858658,-0.010786426260817805,0.02349575936321051,-0.00701923915335705,0.04394879101411639,0.013244606624761238,0.03206823506659813,-0.03307924099782278,0.021399208926229447,-0.018920407464774053,-0.0077720052509317435,-0.005680683857599518,0.0011375155501174088,0.015250896662357353,-0.007576099865605939,0.017398426820412833,-0.00829691758457513,0.007320713297764416,-0.0021786668329031164,0.023041763316171474,-0.010063819744221686,-0.009447296127921116,0.010126994168438779,0.03342170289439726,0.034885591363076236,0.03661296207273353,-0.006106208687825796,-0.008304906423253478,-0.006424941644426499,0.006330328299556427,0.012339208663706087,0.01760588191467882,-0.03430942292699655,-0.01616378624862105,-0.018144226222237183,-0.001505377821967654,-0.005861976342582106,0.0034663105256815857,-0.008988650455704194,0.022229664065242856,0.03602907382306697,0.002565187249813073,0.02091721313891113,-0.008665043244736959,0.019002054075167092,-0.023298219831434527,0.04923192406125833,0.0064021922022693,-5.599809884273223
0.0013236821581068705,0.011623369856612284,0.007803532649135063,0.009013694718365635,0.006430335380520754,0.002557837507566804,0.007999948271561726,0.00925361079436409,0.003990834551927578,0.011994528782260316,0.005847219623497688,0.008739366733280794,-0.0044744031073005435,0.0020979179680093102,0.0137441420644829,0.00428218782974869,0.0018330057224618332,0.0005271501818840188,0.009075696937787795,0.0025637985380607626,0.007198648400307506,0.008179400623884326,0.006087808325544356,0.01185615600815106,0.004916821404702538,0.006220406943378659,0.004941107762854289,0.003902797616616852,0.00539812776299921,0.003037306441861392,-0.0015673569564395352,0.009357946381468769,-0.00034220485305448564,0.006265083662596458,0.0024682172009711074,0.011964789447614536,0.006231189793070011,0.006586575117461929,0.00813541970946568,0.004561159562433264,0.008538546519531223,0.003491212097252611,0.007145154619715524,0.002703757824330388,0.010290189057582114,0.001660415231711655,-0.005180400817410157,0.003444900515165757,0.0008218846858239318,0.007332432989252134,0.0049994913411937,0.002254172882240625,0.00688765014088663,0.005825304451510626,0.0007925980928419427,-9.269967448676309e-05,0.004401576529595852,0.010281482958467321,0.0050225767178340465,-0.000630890656509545,0.007814891874964381,0.01210315417370645,0.004771599777278868,0.0039400566950789275,-0.0001790976374849807,0.0024663221171905988,0.005925853164842308,0.011050086781040507,0.009045800455882458,0.0052855387322202,0.010338943461305566,0.011491551551526593,0.0047749338887719366,0.0011566928733839105,0.007057785453832174,0.00821150325409158,0.006142108424174264,0.0043512060300545065,0.016841535591550383,0.001897222508495665,-0.0005453998950096684,0.0035897912556298525,-0.004103395776433901,0.0036290082647333797,0.005402576600894399,-0.0013048503787204493,0.00603735057431866,0.009921078723009487,0.0020541593337719873,0.00686897410492438,-0.004185797951678156,0.00850107329001783,0.006809484350693849,0.007393114292552694,0.0030852005428309115,0.009103748523587763,-5.945420608606575
-0.0013238612385150323,0.015705071378408698,0.004648403815435192,0.005652979734008605,-0.003159413341470247,0.0017116015729162274,0.021994688821663614,-0.01360388744317051,0.0027147226938173553,0.003533300000579226,-0.009745357564067587,0.002706374609673255,-0.00014079525048492616,-0.002324425031335016,0.00898142854630568,0.003210134609650949,0.011049252434846718,0.0009266551105832975,0.006658352272792135,0.019914006735769475,-0.014118437569192784,0.011502336659880454,0.00658856823656444,0.009060816218068864,-0.008359672165666304,0.005472268191548821,0.004552219578004746,-0.0001969612613849653,0.0039899703485173936,0.01754805032142195,0.021564648135549418,-0.0009292624846600756,-0.00761936173570972,-0.005265269738894029,0.023150469829203532,-0.008626226695162139,0.021022628781096803,0.023581794560309885,-0.005883572909218089,0.002781979217525237,0.015743919422980732,0.0172113423287272,0.004455996603279408,-0.014106720636566,0.007659792966322498,0.01845750378686175,0.001079924568525811,0.017452184973260138,0.005797698733784524,0.002754241398572489,-0.0009978792746202904,-0.004660886887681313,0.005933836524637739,-0.007929887745347364,0.018942507965441314,0.00022264808122070503,0.009964628564923968,0.010786280851888898,-0.0011350151714609382,0.02034541424760933,0.014875212215843403,-0.007299427631450933,-0.00408047685200821,-0.009397994386939508,0.003944868820740274,0.0043903724771222575,0.0019021038684750805,-0.002677494797859125,-0.012578910624652459,0.020441960850768253,0.003186509733714218,0.018093679392654025,-0.00510720527400204,-0.0057097213961486105,0.011433276365099616,0.007897142409356217,-0.005374994382915404,-0.002009224698160381,0.0038865857002874414,0.010155695811872723,-0.00605249164212622,0.005828636868308247,-0.008773719055828284,0.02466220237387924,0.017081146649023368,0.02432194924974413,0.012709552607733678,0.00965053805330748,0.005124637600285006,-0.002146827866042313,-0.005928347470513132,0.003601884893956124,0.0035862683519222844,0.025799150253159358,0.015431951187449385,-0.003963342248385893,-6.525579360101923
0.0025148047479296013,0.03446706423607504,0.00029964212162491785,0.009459384020888605,0.008066992960240072,-0.01300549834481876,0.014113043056570771,0.00330671144310156,0.004428099650265246,0.007284532527037216,-0.007485111277169922,0.037550455704202526,0.007295487699647863,-0.009439866884042908,0.016514701360771156,0.008917721399903815,0.012495071029788762,0.02501957663471933,0.024566976760008064,-0.012232541829634708,0.002260359404031449,0.005495657981348704,-0.005502021496627343,0.01918311367150861,0.002172966881999299,0.01368718598960717,0.002947322028117968,0.0068402890294103225,0.006810001764640089,-0.009406697721608608,0.013191910487216112,-0.009235924805934277,0.02618396365846772,-0.011613042037450592,-0.010168834482379872,-0.00886902549954541,-0.03162465709859553,0.023384016388851573,-0.01931592423132573,-0.008291905255832838,0.0045899332505610155,-0.00534646216073607,0.03902257784007557,0.031331788494395135,0.01740195515909653,0.0052788842275524935,0.015879136785894546,0.0002032486665480389,0.01635985404136459,0.017403694609497363,-0.025114344717214417,0.01007386724420054,0.02629586002383939,0.0009462308607744416,0.017908168188451232,0.0507273828104923,0.02727811574714654,0.06090356285645949,0.016285214424593596,-0.014633817165020338,0.01629860054531118,0.008199450599866067,-0.023931507193792948,0.0036602668015621904,0.0046786766266208035,0.00259854572651046,-0.010109252371762521,-0.00646077664615017,0.011896319456898364,0.011069808845799412,0.007872390881524027,-0.007359305675978782,0.036851836999836685,-0.0037559193252942116,0.02211561727183896,-0.021598386751311757,0.03250831119349816,0.010506194248305269,0.019062647711304042,-0.016490496578260284,-0.012066569687760691,0.032015392904703864,-0.02618422497877365,0.011906502493649513,0.003992003729556567,0.01648870681236415,0.0008697380608732735,-0.01867252671760168,0.025455310579003267,0.030258968682040668,0.04171405895539506,-0.03292943976401005,-0.010814553347356651,-0.004742504430566233,0.015884248206978403,-0.014086693486802944,-5.140932295044113
0.003439101357615077,0.00417741516238541,0.001199421053216834,0.0057299507954195255,0.005709904675946229,0.003853722303380658,0.004909061288616646,0.0057449218965829,0.0018752420666524312,0.007107968688525428,0.006061045565704445,0.001891272777956853,0.006279786277363859,0.00556920862177065,0.006473476007265018,0.004889201990027629,0.003719808861602508,0.003496909191634477,0.007775644681989872,0.006063797551702185,0.006615847468366004,0.0057821260743740575,0.0048276321649325426,0.004282149801925602,0.005868411276393975,0.005493876531810893,0.005836489536656123,0.006056765968603212,0.0063464946238576975,0.007016516566565289,0.006938465019522169,0.0038480762995927275,0.0038261022269693796,0.0063492778018649386,0.006869541902170793,0.0071925790849666875,0.004216382752773877,0.006128764878196538,0.005415181806212913,0.006054917820394098,0.003716450865357208,0.004941180604169133,0.0042297601891352204,0.005039238888729619,0.004943979879673436,0.0066672137180900405,0.005265373013625811,0.006388820635789042,0.005763281280246043,0.005351097162021203,0.005046109595476357,0.0053570250790140215,0.00506412611489062,0.008114752712888869,0.0034721530105228183,0.0019070991203031773,0.005525908658645923,0.005220357731818213,0.004866403967462253,0.005365007072665194,0.004396552656527069,0.004928000547918944,0.003833259692164515,0.0069199828419587005,0.004674418268029739,0.0029278895388855906,0.0064135118605119,0.005755651807788029,0.004041929736529821,0.0051598689718675575,0.0031248295800428137,0.003639566854699879,0.005184213020689299,0.003303914280973328,0.003761870118713589,0.0033196957802680304,0.004083435333161388,0.0023988141401754108,0.005065136103030437,0.0036072639937638562,0.0041079022491294255,0.003919893782257032,0.005294095436111258,0.0050659859329926105,0.00669581887745309,0.0023585444179370545,0.002320292451378902,0.0007376872346125855,0.004180273766853378,0.004813700198429747,0.001757206137982316,0.005832182316892068,0.004633150944804754,0.005219500795483484,0.004570606386591843,0.0060390280108245315,-6.1605038394289915
0.002687072903441752,0.020900202173144613,0.009420888056937174,0.006861199386657807,0.011039329271547686,0.004609004300733726,0.003115138118381093,0.0098318603211886,0.0074844264611463596,0.0033308919108700256,-0.003979718945742272,0.01280182803516162,0.009133354999868408,0.009252702201737031,0.007961300765123438,0.006600172068432805,0.0033629815087866874,0.001328811100057375,0.005580051076970233,-0.0056360724738354654,0.0014475810211505413,0.00694009122857601,0.0010264190212750694,0.011884991565126323,0.007209836482411483,0.013971337831417623,0.00432370048977771,0.0017794566299254289,0.01187753308216467,-0.002158391772517616,0.008772231692583947,0.0002031033950842662,0.00664223900259925,0.007147429218074055,0.00429978899803311,0.0006202272260635018,-0.008193435024214466,0.011823871293503957,0.0024181722481807907,-0.0012704840768037902,0.00216786573327505,0.003918166072614795,0.01874160809231468,0.013251392573375568,0.0029724918452123782,0.004198260909998701,0.010809444856349682,0.0036236541577825375,0.015418136563323729,0.01075507622923601,-0.004240328018393181,-0.000517603154012405,0.01030410952091252,0.008422163427596363,0.0028090838368680705,0.0119988090010243,0.010677541128706251,0.018752690583758086,0.007514266749311286,0.002312337059640529,0.00666924324894402,0.004216474405856219,0.001704588552051115,0.008412969012411823,0.004592903276155179,-1.8099898387973955e-05,4.8767068828083114e-05,-0.002841442605359634,0.002273182802242861,0.0024435942303520698,0.006098087909774461,0.002303465124664148,0.014736130978198715,-0.001798207565052697,0.01156755235781163,-0.0038874173608374678,0.017155074100401898,0.005330178771822982,0.0025532204269727386,-0.0018176463001115621,0.006457834031137114,0.012393224551993895,0.0015804673452861546,0.01096626770844292,0.0044930911784693975,0.00763849230384403,0.004937685323862563,0.00968643827001768,0.012733188934454376,0.01768046717143219,0.007128242523849345,-0.006006202225948053,0.0048353089511169785,0.006304922691609655,0.0036701790244070094,-0.0011623140644788804,-7.524021415206125
-0.04051172084868108,0.028440746057707487,-0.0001708417352942487,0.0018370537997478805,0.012318426417571434,0.05334428415770676,0.053853127742553165,0.024780867855033226,0.037383688575161465,0.003509664569230605,0.004711321106280296,0.02614380638333411,0.04312595483997218,0.014801417148116704,-0.03326812923149726,-0.00030941990245793646,-0.035824752240247365,0.03456630077059045,0.03809212540444566,0.01165841002424118,0.009966575126725366,-0.03151968957319519,0.013537617417968285,0.04150406763457239,0.003771568124316093,0.009775238677247026,-0.0046225585805442365,-0.009037100285311071,0.024574151037337143,-0.009619514432938877,0.010389177381690934,-0.01608364762259854,0.0068305816348813286,0.002770588168690026,-0.007012756798478188,-0.00438071441787656,-0.012435393546483231,0.01479927209239096,-0.008569066594541992,0.014746946781388116,0.046117263423758964,0.02735170796312549,-0.005681631068349186,0.02689635807004298,-0.014169951594892332,0.009078436163763354,-0.02199832900886673,-0.003040570143645852,0.016495381024590226,0.030392064581573307,-0.016698085309968556,0.033049754516354515,0.021830129943544427,-0.04377618032011369,0.0001866025297570827,0.009891908760669428,0.007535066417406986,-0.01998807575552413,0.010199427477666069,0.007221847675334085,-0.01838401140327824,0.03185091212144913,0.010112627397291176,0.006486275397025365,0.016420298896027537,-0.03057777427433798,-0.016382684595971704,0.020947310357503517,0.05121159224535359,-0.016436783182397476,-0.017904455053195562,0.0360682169243527,0.0017461296093503568,-0.005489243028689839,-0.0030170448179801072,-0.012225867112539122,-0.0017040884863505244,-0.005213583809908934,-0.05748359426608899,0.04238445287354984,-0.012420869301945556,0.021850392611038848,0.0036580641395964454,-0.009146610553326558,0.010443563607011909,-0.028453942682445933,0.03618827227985935,0.01068827411815936,-0.022228752964243585,0.01454626015594059,0.008188973779296258,-0.016591173819498126,-0.02234507430074633,0.033799150043435616,0.03495185987059828,0.0443144002100944,-5.00438560983811
-0.04822616802284771,0.04657384291765178,-0.006304577598116689,-0.0005577197959541471,0.017550715411672285,0.0569430829699701,0.07123766974266629,0.031808428721374814,0.03390565356956859,0.008973833423429741,0.0020307825499347567,0.028393263028461724,0.056781959059318265,0.00282898171237093,-0.015328775358555357,-0.010512477404819144,-0.06802032046879533,0.04384484201047493,0.0249157211166806,0.009505565908594344,0.017580146579418213,-0.02582487902174281,0.026061012750546036,0.03115726162276475,0.0008259356735899415,0.012363592674953796,-0.003479751686469419,-0.024669800320521986,0.030093485111852007,-0.008582157169435186,0.03296377340688299,-0.03819393409002447,0.0104650497312471,0.010261728923732191,-0.0075741768668258855,-0.014343952110005522,-0.0008132945124157695,0.014285855317521945,-0.03195460224326936,0.018674425306573702,0.07532781435885444,0.01966752659756488,-0.017997068037485818,0.054876510557418316,-0.03930942459068637,-0.0035126818551634237,-0.03736224813620023,-0.01632354452698001,0.03245545871199155,0.053178376079593484,-0.02644873435616061,0.03417912896942458,0.040342724162418124,-0.06753941497909298,0.030511543411388876,0.0027584186345063497,0.030456995073414064,-0.039763660783573136,0.008197919312408302,0.006151278978843447,-0.016728662514442775,0.038284282140382486,0.02123559232538881,0.015724229895259383,0.020006365048050957,-0.020471183146791052,-0.03438543288756569,0.02814452150931597,0.07171751877630596,-0.009602302925898941,-0.025430805029950033,0.04840778899464186,0.007275492103437948,0.003090620668284034,-0.020955852821942133,-0.012787510446500273,0.006061329007747699,-0.001462081606184774,-0.07179320723601257,0.039751579791410856,-0.00855109676774771,0.009598178417356041,0.0031364051102646755,-0.036445961758549375,0.008420152206933134,-0.041929408859680085,0.03730991352792526,0.003390814814680482,-0.01200388585872176,0.025644654345312847,0.012691918226405351,-0.03227220596738347,-0.04232435227778365,0.05798146612990345,0.017348759627634266,0.042166303852422635,-4.263175028457549
